unique_id,text,language,avg_links_len,avg_max_depth,avg_subordinate_chain_len,avg_verb_edges,lexical_density,n_tokens,question_type,complexity_score,lang_norm_complexity_score,complexity_score_destroyed
arabic_polar_87,هل يوجد تنظيم جماعة الاخوان المسلمين في لبنان؟,ar,0.306,0.429,0.0,0.5,0.844,0.278,1,2.356,0.6875192604006163,0.3029275808936826
japanese_polar_1151,ポルトガルで共産主義革命は起きた？,ja,0.169,0.167,0.0,0.4,0.464,0.217,1,1.417,0.33609958506224064,0.09128630705394189
indonesian_content_10782,Berapa luas Kota Freiburg?,id,0.0,0.111,0.0,0.0,1.0,0.059,0,1.17,0.17721148213239601,0.45577035735207966
arabic_polar_128,هل مضّر الإجهاض على صحّة الأم؟,ar,0.086,0.286,0.0,0.0,0.75,0.167,1,1.288,0.3583975346687211,0.11278890600924499
indonesian_polar_276,apakah ketam kenari bisa bernafas dalam air?,id,0.398,0.25,0.0,1.0,0.375,0.5,1,2.523,0.5735207967193908,0.5108377270064441
russian_content_3239,Сколько детей было у Генриха Восьмого?,ru,0.179,0.125,0.0,0.0,0.5,0.073,0,0.877,0.1524861878453039,0.45165745856353595
japanese_polar_411,フリーソフトウェアの対義語は有料ソフトウェア？,ja,0.098,0.333,0.0,0.0,0.592,0.174,1,1.198,0.2603734439834024,0.24204702627939137
arabic_content_4179,إلى من ترجع تسمية الساسانيين؟,ar,0.0,0.25,0.5,0.167,0.6,0.118,0,1.634,0.4650231124807396,0.5044684129429892
finnish_content_4442,Mistä erottaa sorsan sukupuolen?,fi,0.058,0.167,0.0,0.333,0.688,0.059,0,1.304,0.31975667812747954,0.38058714625760387
japanese_content_4962,中国が使用している暦法はなに？,ja,0.116,0.429,0.5,0.167,0.386,0.3,0,1.897,0.5020746887966804,0.140387275242047
arabic_polar_1576,هل يوجد فروع لشركة ساب إس إي في أي دولة عربية؟,ar,0.351,0.429,0.0,0.5,0.562,0.5,1,2.342,0.6832049306625578,0.8983050847457626
english_content_6043,What is the average menstruation cycle length?,en,0.31,0.286,0.0,0.0,0.571,0.19,0,1.358,0.30769230769230776,0.45328491251238034
arabic_polar_351,هل البلازما مادة شفافة تميل إلى الاصفرار؟,ar,0.214,0.286,0.5,0.167,0.804,0.222,1,2.192,0.6369799691833591,0.42064714946070875
japanese_content_2328,サイバーニュウニュウのデビュー曲は何？,ja,0.058,0.286,0.0,0.0,0.586,0.2,0,1.13,0.2368603042876901,0.8060165975103734
russian_polar_1506,Максимилиан I лично участвовал в войнах?,ru,0.24,0.2,0.0,0.6,0.833,0.167,1,2.04,0.4737569060773481,0.46353591160221
finnish_content_12612,Mihin Julius Caesar kuoli?,fi,0.173,0.167,0.0,0.333,0.688,0.059,0,1.419,0.3501719121925417,0.6003702724147052
english_content_5024,What years did Le Corbusier live?,en,0.223,0.143,0.0,0.333,0.667,0.143,0,1.509,0.3575437438098382,0.6332122812809508
russian_polar_1684,Есть ли герб у Южной Осетии?,ru,0.48,0.2,0.0,0.6,0.667,0.167,1,2.113,0.4939226519337017,0.7950276243093922
english_polar_252,Is Georges Sagnac dead?,en,0.229,0.25,0.0,0.0,0.656,0.077,1,1.212,0.2594915813799934,0.6629250577748432
english_polar_1075,Do zebra finches have stripes?,en,0.114,0.25,0.0,0.4,0.725,0.154,1,1.643,0.4017827665896336,0.5143611753053814
indonesian_content_5499,Dari manakah asal kata singularitas ?,id,0.111,0.111,0.0,0.0,0.333,0.176,0,0.731,0.0486233157586409,0.8889865260691271
korean_content_9204,오스트레일리아 최대 도시는 어디인가요?,ko,0.0,0.2,0.0,0.2,1.0,0.026,0,1.426,0.23029490616621986,0.4672922252010725
english_content_2006,When did the Phanerozoic Eon begin?,en,0.298,0.143,0.0,0.333,0.667,0.143,0,1.583,0.38197424892703863,0.21096071310663586
english_polar_899,Is splunking dangerous?,en,0.114,0.0,0.0,0.0,0.542,0.0,1,0.656,0.07593265103994719,0.3109937273027402
japanese_content_2819,戦慄怪奇ファイル コワすぎ！を最初監督したのは誰？,ja,0.338,0.286,0.5,0.667,0.526,0.6,0,2.917,0.854771784232365,0.772475795297372
finnish_polar_603,Onko Brandon Kozun pelannut NHL:ssä?,fi,0.142,0.25,0.0,0.333,0.7,0.154,1,1.58,0.3927532398836287,0.21079079608569165
japanese_content_669,産女の研究をした文化人類学者は誰？,ja,0.152,0.571,0.5,0.167,0.605,0.45,0,2.446,0.691908713692946,0.578146611341632
arabic_polar_526,هل تتم عمليات إعدام علنية في السعودية ؟,ar,0.357,0.143,0.0,0.333,0.804,0.222,1,1.859,0.5343605546995377,0.4576271186440678
finnish_polar_1559,Onko Moe Szyslakilla perhettä?,fi,0.19,0.25,0.0,0.0,0.625,0.077,1,1.142,0.27691087014017457,0.46971700608304684
korean_content_10153,콩테는 누가 발명했나요?,ko,0.167,0.0,0.0,0.4,0.5,0.0,0,1.067,0.13404825737265416,0.13404825737265416
finnish_polar_1444,Onko Snake Eyes koodinimi?,fi,0.19,0.25,0.0,0.0,0.625,0.077,1,1.142,0.27691087014017457,0.24014810896588204
japanese_content_5356,太陽誘電が最初に開発した製品は何？,ja,0.127,0.429,0.5,0.333,0.402,0.4,0,2.191,0.6037344398340247,0.4844398340248962
russian_content_11015,Почему Севе́ро Очо́а де Альборно́с переехал в США?,ru,0.288,0.25,0.0,0.5,0.75,0.122,0,1.91,0.43784530386740333,0.3030386740331492
russian_content_12840,Когда была основана Смоленская областная организация Всесоюзного Ленинского Коммунистического Союза Молодёжи?,ru,0.224,0.25,0.0,0.5,0.909,0.195,0,2.078,0.48425414364640884,0.43977900552486193
indonesian_content_810,kapankah Kepler-10 ditemukan?,id,0.123,0.111,0.0,0.333,0.667,0.059,0,1.293,0.21323960164030462,0.28968951376684243
finnish_content_312,Montako maata EU:ssa oli ennen Suomen liittymistä siihen?,fi,0.099,0.167,0.0,0.0,0.375,0.294,0,0.935,0.22216344882306271,0.3171118751653002
korean_content_6098,2018년 남초 현상이 제일 높은 나라는 어디인가요?,ko,0.333,0.3,0.0,0.4,1.0,0.103,0,2.136,0.42064343163538886,0.3916890080428955
english_content_8018,How much does a sumo wrestler make?,en,0.248,0.143,0.0,0.333,0.714,0.19,0,1.629,0.3971607791350281,0.5793991416309013
finnish_polar_1325,Onko Bermudan kolmion alueella maanjäristyksiä?,fi,0.095,0.25,0.0,0.0,0.7,0.154,1,1.199,0.2919862470245967,0.3430309441946575
japanese_polar_910,ジャンボ 鶴田は結婚していますか？,ja,0.248,0.167,0.5,0.4,0.206,0.261,1,1.782,0.46230982019363753,0.3565006915629322
japanese_polar_1269,台湾がオリンピックに出る際、中国とは別チーム？,ja,0.232,0.5,0.5,0.4,0.481,0.391,1,2.504,0.7119640387275242,0.31189488243430147
japanese_content_222,シケインの発明者は誰？,ja,0.081,0.286,0.0,0.0,0.474,0.15,0,0.99,0.18845089903181184,0.5425311203319501
korean_polar_124,판테온 신전에는 이탈리아의 비토리오 에마누엘레 2세와 움베르토 1세 두 왕이 묻혀 있나요?,ko,0.277,0.25,0.0,0.75,0.583,0.2,1,2.06,0.4002680965147454,0.5501340482573729
korean_content_9852,2018년 중국에서 가장 많이 플레이된 온라인 게임은 무엇인가?,ko,0.333,0.3,0.5,0.4,1.0,0.128,0,2.662,0.561662198391421,0.34209115281501346
arabic_polar_1851,هل يمكن إستعمال السائل النخاعي لعلاج بعض الأمراض المتعلقة بي أمراض الحبل الشوكي ؟,ar,0.132,1.0,0.0,0.167,0.884,0.611,1,2.794,0.8224961479198767,0.39845916795069336
arabic_polar_1052,هل قونية كانت عاصمة الدولة السلجوقية قبل الغزو المغولي؟,ar,0.321,0.143,0.0,0.0,0.75,0.333,1,1.548,0.4385208012326656,0.20462249614791989
indonesian_polar_355,Apakah orang yang mengeluarkan nifas dibolehkan melakukan hubungan suami istri?,id,0.295,0.75,0.5,0.5,0.697,0.8,1,3.542,0.8719976567076742,0.14440538957234916
arabic_content_1403,من هم فرسان الهيكل؟,ar,0.0,0.125,0.0,0.0,0.25,0.059,0,0.434,0.09522342064714946,0.3244992295839753
finnish_content_9983,Kuka on kehittänyt RNA-maailman?,fi,0.058,0.0,0.0,0.333,0.375,0.059,0,0.825,0.1930706162390902,0.6612007405448295
japanese_content_5462,茶漬けの発祥はどこ,ja,0.035,0.286,0.0,0.0,0.474,0.1,0,0.894,0.1552558782849239,0.47268326417704004
english_polar_621,Are accents different throughout England?,en,0.114,0.25,0.0,0.0,0.45,0.154,1,0.968,0.17893694288544076,0.3109937273027402
japanese_polar_542,『ラブ♥シャッフル』は恋愛ドラマ？,ja,0.169,0.167,0.0,0.0,0.762,0.217,1,1.315,0.30082987551867213,0.18845089903181184
indonesian_content_2485,Kapan situs Malaysiakini dirilis ?,id,0.184,0.111,0.0,0.333,1.0,0.059,0,1.687,0.3286467486818981,0.1898066783831283
indonesian_polar_302,Adakah pembuatan pupuk meggunakan Kimia anorganik?,id,0.197,0.5,0.5,0.5,0.762,0.4,1,2.859,0.6719390743995314,0.4762741652021089
japanese_content_3573,アメリカ炭疽菌事件の犯行動機は何？,ja,0.243,0.286,0.0,0.0,0.833,0.4,0,1.761,0.45504840940525576,0.16597510373443983
english_content_6083,Why is it called Buenos Aires?,en,0.112,0.143,0.0,0.667,0.667,0.143,0,1.731,0.4308352591614395,0.3892373720699901
indonesian_content_345,kapankah Sugondo Djojopuspito dilahirkan?,id,0.184,0.111,0.0,0.333,0.733,0.118,0,1.48,0.2680140597539543,0.8239601640304628
english_polar_109,Can HTML5 handle video players?,en,0.114,0.25,0.0,0.4,0.725,0.154,1,1.643,0.4017827665896336,0.4017827665896336
english_content_5031,How many churches use the Byzantine Octoechos system?,en,0.133,0.286,0.0,0.333,0.875,0.238,0,1.865,0.47507428194123474,0.34862991086167056
russian_polar_18,Разновидность Паровоза О звали овечкой?,ru,0.2,0.2,0.0,0.6,0.8,0.111,1,1.911,0.43812154696132605,0.7298342541436464
russian_polar_1312,Караются смертью гомосексуальные отношения в исламе на март 2019?,ru,0.45,0.4,0.0,0.6,0.778,0.333,1,2.561,0.6176795580110497,0.27458563535911606
japanese_polar_319,皇族用車両は英国にもありますか？,ja,0.169,0.167,0.0,0.6,0.286,0.304,1,1.525,0.3734439834024895,0.46058091286307046
finnish_content_1132,Missä Alsace sijaitsee?,fi,0.086,0.0,0.0,0.333,0.583,0.0,0,1.003,0.24014810896588204,0.5022480825178525
russian_content_6930,Когда было первое упоминание о Москве в хрониках?,ru,0.192,0.25,0.0,0.0,0.625,0.122,0,1.189,0.23867403314917132,0.3801104972375691
russian_content_12622,Сколько есть видов патронов по конструкции гильзы?,ru,0.075,0.375,0.0,0.167,0.714,0.098,0,1.428,0.3046961325966851,0.35801104972375697
russian_polar_992,«Джойнт» была отмечена премией государства Израиль?,ru,0.16,0.4,0.0,0.6,0.833,0.278,1,2.271,0.5375690607734807,0.40165745856353596
arabic_content_8032,كم يبلغ امتداد سلسلة سييرا نيفادا؟,ar,0.063,0.375,0.0,0.333,0.5,0.176,0,1.448,0.4077041602465331,0.11278890600924499
finnish_content_8847,Miten elementtitalo määritellään?,fi,0.086,0.0,0.0,0.333,1.0,0.0,0,1.42,0.35043639248875963,0.3501719121925417
finnish_content_12591,Mikä oli Gregoriuksen suurin tekemä uudistus?,fi,0.138,0.5,0.5,0.167,0.583,0.176,0,2.065,0.5210261835493256,0.36392488759587416
finnish_content_9614,Milloin keskusjärjestö Suomen Partiolaiset perustettiin?,fi,0.173,0.167,0.0,0.333,1.0,0.118,0,1.79,0.4482941020893944,0.16424226395133565
arabic_content_12234,ما هي نظرية النموذج العياري؟,ar,0.079,0.25,0.0,0.0,0.6,0.118,0,1.047,0.28412942989214174,0.05053929121725731
korean_polar_73,피에르 플랑타르는 귀족가문에서 태어났나요?,ko,0.145,0.125,0.0,0.5,1.0,0.022,1,1.792,0.32841823056300273,0.2560321715817695
arabic_content_7904,من هو رئيس بلدية مانيلا ؟,ar,0.079,0.25,0.0,0.0,0.4,0.118,0,0.847,0.2224961479198767,0.6040061633281972
english_content_7806,How was football created?,en,0.186,0.0,0.0,0.5,0.75,0.048,0,1.484,0.34929019478375706,0.30901287553648077
russian_polar_499,Т-37А принимал участие в годы Второй Мировой войны?,ru,0.229,0.6,0.0,0.4,0.875,0.278,1,2.381,0.5679558011049723,0.2232044198895028
japanese_polar_1322,キャサリン・ミドルトンに子どもはいる？,ja,0.134,0.167,0.0,0.4,0.388,0.174,1,1.262,0.2825034578146611,0.5570539419087136
finnish_content_5105,Mikä on Arrajärven pinta-ala?,fi,0.115,0.167,0.0,0.0,0.375,0.059,0,0.716,0.16424226395133565,0.10711451996826238
english_polar_1059,Does the technology for cloning exist?,en,0.32,0.5,0.0,0.2,0.312,0.231,1,1.563,0.37537140970617366,0.1720039617035325
finnish_polar_1733,Onko Saku Salinilla epilepsia?,fi,0.19,0.25,0.0,0.0,0.625,0.077,1,1.142,0.27691087014017457,0.3501719121925417
arabic_polar_764,هل إعداد الميزانية هو من الوظائف الإدارية الأساسية؟,ar,0.367,0.143,0.0,0.0,0.703,0.278,1,1.491,0.4209553158705701,0.6610169491525424
finnish_polar_240,Onko Climax Studios suomalainen yhtiö?,fi,0.237,0.25,0.0,0.0,0.7,0.154,1,1.341,0.329542449087543,0.1772017984660143
russian_polar_826,Пётр Леони́дович Капи́ца получил Нобелевскую премию?,ru,0.32,0.2,0.0,0.4,1.0,0.167,1,2.087,0.4867403314917128,0.39198895027624314
indonesian_polar_25,Apakah Masjid Al-Aqsa dan Kubah Batu termasuk situs-situs suci Yerusalem?,id,0.464,0.5,0.0,0.75,0.697,0.8,1,3.211,0.7750439367311072,0.0
finnish_content_10795,Mikä on maahanmuuttajien osuus väkivaltaisista ja seksuaalirikoksista Ruotsissa nykyään?,fi,0.281,0.5,0.0,0.0,0.583,0.353,0,1.717,0.42898704046548536,0.10711451996826238
english_content_9058,What UK network aired Sharon Osbourne's Charm School?,en,0.233,0.286,0.0,0.5,0.778,0.286,0,2.082,0.5467150874876197,0.20931000330141966
arabic_content_11845,اين توجد مدينة بنغلور؟,ar,0.0,0.125,0.0,0.333,0.5,0.059,0,1.017,0.274884437596302,0.35192604006163325
indonesian_content_8987,Ada berapa negara yang masuk ke dalam negara bangsa Arab ?,id,0.102,0.444,0.5,0.25,0.6,0.412,0,2.309,0.5108377270064441,0.12097246631517282
russian_content_12725,Какая наука изучает Сверхсветово́е движе́ние?,ru,0.056,0.125,0.0,0.333,0.8,0.049,0,1.363,0.28674033149171274,0.28674033149171274
english_content_545,What is atomic mass?,en,0.124,0.143,0.0,0.0,0.5,0.048,0,0.815,0.1284252228458237,0.45031363486299114
arabic_polar_85,هل التبرع بالدم ينقذ المريض من الموت ؟,ar,0.49,0.286,0.0,0.667,0.562,0.278,1,2.282,0.6647149460708782,0.20462249614791989
russian_polar_990,Можно определить точное количество лоббистов в России на март 2019?,ru,0.4,0.6,0.5,0.3,0.8,0.389,1,2.989,0.7359116022099448,0.40580110497237576
arabic_polar_355,هل تمنع المسيحية المثلية ؟,ar,0.0,0.143,0.0,0.167,0.844,0.056,1,1.209,0.3340523882896764,0.4909090909090909
japanese_polar_1339,旅客機に降着装置はついている？,ja,0.09,0.167,0.5,0.3,0.524,0.261,1,1.841,0.4827109266943291,0.5027662517289072
finnish_polar_37,Onko Uranuksella vettä?,fi,0.0,0.0,0.0,0.0,0.5,0.0,1,0.5,0.10711451996826238,0.07802168738428988
japanese_polar_964,テレビで、ＮＨＫは深夜番組の放送をしたことがある？,ja,0.266,0.333,0.5,0.4,0.388,0.522,1,2.409,0.6791147994467495,0.2634854771784232
japanese_content_1097,愛知長久手町立てこもり発砲事件の被疑者の犯行動機は何？,ja,0.25,0.429,0.0,0.0,0.77,0.65,0,2.099,0.5719225449515906,0.33506224066390033
russian_polar_290,Шииты и сунниты конфликтуют между собой по данным на март 2019?,ru,0.32,0.4,0.0,0.6,0.545,0.444,1,2.31,0.5483425414364642,0.2883977900552487
english_polar_1035,Was Picasso a sculptor?,en,0.229,0.0,0.0,0.0,0.312,0.077,1,0.618,0.06338725652030373,0.5691647408385606
finnish_polar_1240,Tuleeko aseluvan hakijan olla 18-vuotias?,fi,0.19,0.5,0.5,0.167,0.7,0.154,1,2.21,0.5593758265009257,0.31975667812747954
indonesian_content_5656,Siapa pendiri KMBPalembang?,id,0.0,0.111,0.0,0.0,0.556,0.0,0,0.667,0.029876977152899848,0.30316344463971884
finnish_polar_1570,Onko VR julkisesti vaihdettava yhtiö?,fi,0.237,0.25,0.5,0.167,0.7,0.154,1,2.008,0.5059508066649036,0.24014810896588204
korean_content_5362,프랑스 지리 좌표는 무엇인가요?,ko,0.0,0.2,0.0,0.2,1.0,0.026,0,1.426,0.23029490616621986,0.5528150134048259
arabic_polar_1059,هل يوجد السيليكا في الرمل؟,ar,0.214,0.143,0.0,0.5,0.45,0.111,1,1.418,0.39845916795069336,0.325115562403698
korean_content_11522,중국 전한은 언제 패망 했나요?,ko,0.25,0.1,0.0,0.6,1.0,0.051,0,2.001,0.38445040214477216,0.5246648793565685
korean_content_3713,레몬을 심으려면 어떤 토양이 필요한가?,ko,0.167,0.2,0.0,0.2,0.4,0.051,0,1.018,0.12091152815013408,0.3815013404825738
korean_content_10971,가장 많은 비틀즈의 곡을 작곡한 사람은 누구인가?,ko,0.056,0.4,0.5,0.2,1.0,0.103,0,2.258,0.4533512064343164,0.5348525469168901
arabic_content_2184,ما هي أكبر مدن ولاية كنتاكي الأمريكية؟,ar,0.105,0.375,0.0,0.0,0.571,0.235,0,1.287,0.35808936825885973,0.274884437596302
japanese_content_201,『デイズ・オブ・アワ・ライブス』のジャンルは何,ja,0.381,0.286,0.0,0.0,0.402,0.45,0,1.519,0.37136929460580903,0.48409405255878274
indonesian_content_6758,di provinsi manakah Makassar terletak?,id,0.111,0.222,0.0,0.333,0.333,0.176,0,1.176,0.17896895137668423,0.5896309314586994
arabic_polar_278,هل يتكون الغاز الطبيعي من العوالق؟,ar,0.257,0.143,0.0,0.333,0.75,0.167,1,1.65,0.46995377503852076,0.3473035439137134
russian_polar_1150,Во Франции регистрируют однополые браки?,ru,0.1,0.2,0.0,0.4,0.8,0.111,1,1.611,0.3552486187845304,0.34640883977900555
finnish_polar_867,Onko punajalkasuulan nokka sahalaitainen reunoilta?,fi,0.095,0.25,0.0,0.0,0.7,0.154,1,1.199,0.2919862470245967,0.3501719121925417
english_polar_936,Could Jor-El also fly?,en,0.457,0.25,0.0,0.4,0.725,0.231,1,2.063,0.540442390227798,0.5199735886431165
korean_content_10215,영국 축구 국가대표팀 현재 감독은 누구인가요?,ko,0.067,0.3,0.0,0.2,1.0,0.077,0,1.644,0.28873994638069705,0.4048257372654156
