language,model_type,task,split,submetric,layer,metric,real,control1,control2,control3,control_mean,selectivity,normalized_selectivity
ar,probe,single_submetric,test,avg_max_depth,,mse,0.0318708792328834,0.0617173053324222,0.0642340332269668,0.0605293549597263,0.062160231173038434,0.030289351940155036,48.72786244284888
ar,probe,single_submetric,test,avg_max_depth,,rmse,0.1785241698843141,0.2484296788478024,0.2534443395046866,0.2460271427296718,0.2493003870273869,0.0707762171430728,28.389934723726558
ar,probe,single_submetric,test,avg_max_depth,,r2,0.3537988066673279,-0.2513554096221924,-0.302383542060852,-0.2272689342498779,-0.26033596197764075,0.6141347686449686,-235.90085825242778
ar,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0795308731496334,0.0920168071985244,0.0922311320900917,0.0888988509774208,0.09104893008867897,0.011518056939045562,12.650403390602522
ar,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.0792729556560516,0.0915888771414756,0.0918438285589218,0.088546521961689,0.0906597425540288,0.011386786897977202,12.55991532425898
ar,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.2815545340712019,0.3026365429710623,0.3030574674198308,0.2975676762716155,0.3010872288875029,0.01953269481630099,6.487387355642079
ar,probe,single_submetric,test,avg_subordinate_chain_len,,r2,-0.4353533983230591,-0.6583511829376221,-0.6629674434661865,-0.6032649278640747,-0.6415278514226278,0.20617445309956872,-32.13803619630295
ar,probe,single_submetric,test,avg_verb_edges,,loss,0.1185294061899185,0.1894991159439087,0.1826255619525909,0.1419404342770576,0.17135503739118574,0.05282563120126724,30.828175235182503
ar,probe,single_submetric,test,avg_verb_edges,,mse,0.1192727908492088,0.190032348036766,0.183138906955719,0.1426043212413787,0.17192519207795456,0.05265240122874576,30.62518098271022
ar,probe,single_submetric,test,avg_verb_edges,,rmse,0.3453589304610622,0.4359269985178322,0.4279473179676664,0.377629873343435,0.4138347299429779,0.06847579948191568,16.546653658418407
ar,probe,single_submetric,test,avg_verb_edges,,r2,-0.7280927896499634,-1.753298044204712,-1.6534218788146973,-1.0661334991455078,-1.490951140721639,0.7628583510716755,-51.16588533561486
ar,probe,single_submetric,test,lexical_density,,loss,0.0610410459339618,0.063503148406744,0.0649278864264488,0.0633825458586216,0.0639378602306048,0.0028968142966429994,4.530671320865374
ar,probe,single_submetric,test,lexical_density,,mse,0.0602209530770778,0.0628078430891037,0.064070425927639,0.0626056566834449,0.06316130856672919,0.0029403554896513875,4.65531122830512
ar,probe,single_submetric,test,lexical_density,,rmse,0.245399578396292,0.250614929900642,0.2531213660038184,0.250211224135619,0.25131584001335977,0.005916261617067764,2.354114096729144
ar,probe,single_submetric,test,lexical_density,,r2,-0.0377476215362548,-0.0823258161544799,-0.1040829420089721,-0.0788415670394897,-0.08841677506764722,0.050669153531392425,-57.30717218833837
ar,probe,single_submetric,test,n_tokens,,loss,0.0379457686096429,0.0926973506808281,0.0947357155382633,0.0913936115801334,0.09294222593307493,0.05499645732343202,59.17273528937581
ar,probe,single_submetric,test,n_tokens,,mse,0.0369752086699008,0.0908752828836441,0.092911384999752,0.0895877331495285,0.0911248003443082,0.0541495916744074,59.42355041636003
ar,probe,single_submetric,test,n_tokens,,rmse,0.1922893878244478,0.3014552750967282,0.3048136889966591,0.2993120999049796,0.3018603546661223,0.10957096684167453,36.29856161895368
ar,probe,single_submetric,test,n_tokens,,r2,0.5063574314117432,-0.213242769241333,-0.2404260635375976,-0.196053147315979,-0.21657399336496988,0.722931424776713,-333.80343297195014
en,probe,single_submetric,test,avg_links_len,,loss,0.0108296142758003,0.0153342547294284,0.012828220945916,0.0121312160044908,0.013431230559945067,0.002601616284144766,19.36990264989842
en,probe,single_submetric,test,avg_links_len,,mse,0.0107106966897845,0.0151618858799338,0.012684361077845,0.0119827119633555,0.0132763196403781,0.0025656229505935987,19.324805519073294
en,probe,single_submetric,test,avg_links_len,,rmse,0.103492495813873,0.123133609871285,0.112624868824985,0.1094655743298117,0.11507468434202724,0.011582188528154236,10.06493182612557
en,probe,single_submetric,test,avg_links_len,,r2,-0.1515489816665649,-0.6301137208938599,-0.3637453317642212,-0.2883082628250122,-0.42738910516103107,0.2758401234944662,-64.54074756784817
en,probe,single_submetric,test,avg_max_depth,,loss,0.0185774337234241,0.030019556039146,0.029822468225445,0.0304846883352313,0.030108904199940768,0.011531470476516668,38.299203451380855
en,probe,single_submetric,test,avg_max_depth,,mse,0.0185831170529127,0.0300246216356754,0.0298429057002067,0.0304856467992067,0.030117724711696266,0.011534607658783565,38.29840324659081
en,probe,single_submetric,test,avg_max_depth,,rmse,0.1363199070308981,0.173276142719289,0.1727509933407237,0.1746013940356912,0.17354284336523462,0.037222936334336515,21.44884549113783
en,probe,single_submetric,test,avg_max_depth,,r2,0.3426262736320495,-0.0621143579483032,-0.0556862354278564,-0.0784230232238769,-0.06540787220001217,0.40803414583206166,-623.8303312853919
en,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0259105342307261,0.0309074209736926,0.0333440013762031,0.0301518931186624,0.0314677718228527,0.005557237592126601,17.66009243810136
en,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.025706049054861,0.0306399129331111,0.0330365262925624,0.0298895668238401,0.0311886686831712,0.0054826196283102,17.578883164283685
en,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.1603310607925397,0.1750426031945114,0.1817595287531371,0.1728859937179416,0.1765627085551967,0.01623164776265701,9.193134776578656
en,probe,single_submetric,test,avg_subordinate_chain_len,,r2,-0.051015019416809,-0.2527406215667724,-0.3507282733917236,-0.2220619916915893,-0.2751769622166951,0.22416194279988608,-81.4610136670395
en,probe,single_submetric,test,avg_verb_edges,,loss,0.0518240146338939,0.0639455531324659,0.0649332281734262,0.0654600778860705,0.0647796197306542,0.012955605096760303,19.999507793698292
en,probe,single_submetric,test,avg_verb_edges,,mse,0.0519615486264228,0.0640889108180999,0.0651127025485038,0.0656251683831214,0.0649422605832417,0.012980711956818908,19.988081474590015
en,probe,single_submetric,test,avg_verb_edges,,rmse,0.2279507592144033,0.2531578772586387,0.2551719078356861,0.2561740977989802,0.2548346276311017,0.026883868416698403,10.549535071668306
en,probe,single_submetric,test,avg_verb_edges,,r2,0.1264636516571045,-0.0774120092391967,-0.0946230888366699,-0.1032382249832153,-0.0917577743530273,0.21822142601013178,-237.82336434027962
en,probe,single_submetric,test,lexical_density,,loss,0.028222931548953,0.027973969067846,0.0289900316191571,0.0311199724674224,0.0293613243848085,0.0011383928358554979,3.8771849012522765
en,probe,single_submetric,test,lexical_density,,mse,0.028314022347331,0.0280471295118331,0.0291244331747293,0.0312654823064804,0.029479014997680936,0.0011649926503499372,3.951938863769991
en,probe,single_submetric,test,lexical_density,,rmse,0.1682677103526729,0.1674727724492348,0.1706588209695864,0.1768204804497499,0.1716506912895237,0.003382980936850799,1.9708519152682673
en,probe,single_submetric,test,lexical_density,,r2,0.0104280114173889,0.0197558403015136,-0.0178958177566528,-0.0927251577377319,-0.030288378397623703,0.040716389815012605,-134.4290845831715
en,probe,single_submetric,test,n_tokens,,loss,0.011558230035007,0.027110141302858,0.0245403977377074,0.0283953315977539,0.026681956879439767,0.015123726844432767,56.68147547336234
en,probe,single_submetric,test,n_tokens,,mse,0.0115987816825509,0.0271913595497608,0.0245853923261165,0.0284886620938777,0.026755137989918337,0.015156356307367436,56.648395209467935
en,probe,single_submetric,test,n_tokens,,rmse,0.1076976400974083,0.1648980277315675,0.1567972969349808,0.1687858468411311,0.16349372383589314,0.05579608373848484,34.1273551237295
en,probe,single_submetric,test,n_tokens,,r2,0.38677978515625,-0.4375898838043213,-0.2998141050338745,-0.5061774253845215,-0.4145271380742391,0.801306923230489,-193.30626384393204
fi,probe,single_submetric,test,avg_links_len,,loss,0.0315680040844849,0.0369983839669397,0.0403617758836065,0.0384738974805389,0.038611352443695034,0.007043348359210132,18.24165151811527
fi,probe,single_submetric,test,avg_links_len,,mse,0.0316027961671352,0.0370887480676174,0.0404512360692024,0.0385479219257831,0.038695968687534305,0.0070931725203991075,18.330520622640815
fi,probe,single_submetric,test,avg_links_len,,rmse,0.177771753006869,0.1925843920664845,0.2011249265237962,0.1963362471011992,0.1966818552304933,0.018910102223624298,9.614563682787805
fi,probe,single_submetric,test,avg_links_len,,r2,-0.7425148487091064,-1.044999361038208,-1.2304000854492188,-1.1254551410675049,-1.1336181958516438,0.39110334714253736,-34.50044720292412
fi,probe,single_submetric,test,avg_max_depth,,loss,0.0212824731799108,0.0327540673315525,0.0396628975868225,0.0341154030923332,0.035510789336902736,0.014228316156991935,40.067586282025836
fi,probe,single_submetric,test,avg_max_depth,,mse,0.0213700346648693,0.0328329205513,0.0398081988096237,0.034235693514347,0.0356256042917569,0.0142555696268876,40.01495528368082
fi,probe,single_submetric,test,avg_max_depth,,rmse,0.1461849330980088,0.1811985666369909,0.1995199208340453,0.1850288991329383,0.18858246220132482,0.04239752910331601,22.482222688371582
fi,probe,single_submetric,test,avg_max_depth,,r2,0.2991846799850464,-0.0767327547073364,-0.3054820299148559,-0.1227356195449829,-0.16831680138905838,0.46750148137410474,-277.7509301008468
fi,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0554166691643851,0.068973039409944,0.0666839892842939,0.0665567027670996,0.06740457715377916,0.011987907989394066,17.78500584914943
fi,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.0555009581148624,0.0691068321466445,0.0668168738484382,0.0666857659816742,0.06753649065891897,0.012035532544056565,17.820784625662416
fi,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.235586413264565,0.2628817835960578,0.2584896010450677,0.2582358727630113,0.25986908580137896,0.02428267253681396,9.344194390006626
fi,probe,single_submetric,test,avg_subordinate_chain_len,,r2,-0.2502009868621826,-0.5566834211349487,-0.5051004886627197,-0.5021470785140991,-0.5213103294372559,0.27110934257507324,-52.005365569435455
fi,probe,single_submetric,test,avg_verb_edges,,loss,0.0959321132728031,0.1094049130167279,0.0978997333773544,0.1012485751083919,0.10285107383415808,0.006918960561354978,6.727164144646109
fi,probe,single_submetric,test,avg_verb_edges,,mse,0.0959198176860809,0.1094149276614189,0.0978828370571136,0.1012186557054519,0.1028388068079948,0.006918989121913896,6.727994359981242
fi,probe,single_submetric,test,avg_verb_edges,,rmse,0.3097092470141648,0.3307792733250058,0.3128623292394175,0.3181487949143481,0.32059679915959044,0.010887552145425639,3.3960264650071896
fi,probe,single_submetric,test,avg_verb_edges,,r2,-0.3555330038070678,-0.5462449789047241,-0.3832741975784302,-0.4304158687591553,-0.4533116817474365,0.09777867794036871,-21.569856210951627
fi,probe,single_submetric,test,lexical_density,,loss,0.0433502745415483,0.0462325651730809,0.0467272203947816,0.0479114332369395,0.046957072934934,0.0036067983933857004,7.681054563139946
fi,probe,single_submetric,test,lexical_density,,mse,0.0435524471104145,0.0464918427169323,0.0470160990953445,0.0481800585985183,0.047229333470265034,0.0036768863598505355,7.785175207195026
fi,probe,single_submetric,test,lexical_density,,rmse,0.208692230594276,0.2156196714516843,0.2168319605024696,0.2194995640053036,0.21731706531981917,0.008624834725543179,3.96877931001427
fi,probe,single_submetric,test,lexical_density,,r2,0.0261103510856628,-0.0396184921264648,-0.0513415336608886,-0.0773690938949585,-0.056109706560770634,0.08222005764643343,-146.5344637961767
fi,probe,single_submetric,test,n_tokens,,loss,0.009045448087688,0.0157094594490315,0.0176770379101591,0.0163262688687869,0.016570922075992502,0.007525473988304502,45.41373107539503
fi,probe,single_submetric,test,n_tokens,,mse,0.0091312499716877,0.0158744566142559,0.0178662650287151,0.0165037028491497,0.016748141497373567,0.007616891525685867,45.47902540040244
fi,probe,single_submetric,test,n_tokens,,rmse,0.0955575741199398,0.1259938753045397,0.1336647486389554,0.1284667382988674,0.12937512074745416,0.033817546627514364,26.139142079355178
fi,probe,single_submetric,test,n_tokens,,r2,0.3395836353302002,-0.1481178998947143,-0.2921751737594604,-0.193628191947937,-0.21130708853403724,0.5508907238642374,-260.7062203573451
id,probe,single_submetric,test,avg_links_len,,loss,0.0361006837338209,0.0474008210003376,0.0508125073143414,0.0463698128504412,0.0481943803883734,0.012093696654552497,25.093582606718247
id,probe,single_submetric,test,avg_links_len,,mse,0.0359567441046237,0.0472455024719238,0.0506263524293899,0.0462130941450595,0.04802831634879107,0.01207157224416737,25.134281527799647
id,probe,single_submetric,test,avg_links_len,,rmse,0.1896226360554662,0.2173603056492234,0.2250030053785725,0.2149723101821711,0.21911187373665567,0.029489237681189467,13.458530192038676
id,probe,single_submetric,test,avg_links_len,,r2,-0.6196143627166748,-1.128098487854004,-1.280383586883545,-1.0815954208374023,-1.1633591651916504,0.5437448024749756,-46.73920305475048
id,probe,single_submetric,test,avg_max_depth,,loss,0.0260393164519752,0.0352054695997919,0.0335099691791193,0.0338375217148235,0.03418432016457824,0.008145003712603037,23.82672427998987
id,probe,single_submetric,test,avg_max_depth,,mse,0.0260417275130748,0.0354920402169227,0.0337565168738365,0.0341295152902603,0.03445935746033984,0.00841762994726504,24.42770430920863
id,probe,single_submetric,test,avg_max_depth,,rmse,0.1613744946175661,0.1883933125589195,0.1837294665366351,0.1847417529695448,0.18562151068836644,0.024247016070800348,13.06261110626765
id,probe,single_submetric,test,avg_max_depth,,r2,0.1916571855545044,-0.1016832590103149,-0.0478121042251586,-0.0593901872634887,-0.0696285168329874,0.2612857023874918,-375.256740013891
id,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0605064784841878,0.0940949352724211,0.0853726496653897,0.077717157879046,0.08572824760561892,0.02522176912143112,29.420605023282896
id,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.0608680322766304,0.0947522073984146,0.0859733000397682,0.0782430768013,0.08632286141316092,0.02545482913653052,29.487934852736053
id,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.246714475206929,0.3078184650056176,0.2932120393840747,0.2797196396417313,0.29358338134380785,0.04686890613687886,15.964427523910798
id,probe,single_submetric,test,avg_subordinate_chain_len,,r2,-0.160917043685913,-0.80717933177948,-0.6397418975830078,-0.4923057556152344,-0.6464089949925741,0.4854919513066611,-75.10600178331963
id,probe,single_submetric,test,avg_verb_edges,,loss,0.0506052114069461,0.0670292489230632,0.0678407150719847,0.0747212155589035,0.0698637265179838,0.019258515111037697,27.56582860789757
id,probe,single_submetric,test,avg_verb_edges,,mse,0.0505430810153484,0.0666442811489105,0.0674232244491577,0.0742615163326263,0.0694430073102315,0.018899926294883095,27.21645710193551
id,probe,single_submetric,test,avg_verb_edges,,rmse,0.2248178841092239,0.2581555367388244,0.2596598244803337,0.2725096628243232,0.2634416746811605,0.03862379057193657,14.661230277511091
id,probe,single_submetric,test,avg_verb_edges,,r2,0.2086580991744995,-0.043434739112854,-0.0556305646896362,-0.1626962423324585,-0.08725384871164955,0.29591194788614905,-339.139135127504
id,probe,single_submetric,test,lexical_density,,loss,0.0387250475053276,0.0543761830776929,0.0570061286645276,0.0547702408262661,0.05538418418949553,0.016659136684167936,30.079230971732173
id,probe,single_submetric,test,lexical_density,,mse,0.0389602743089199,0.0547270290553569,0.0574127212166786,0.0550661012530326,0.055735283841689374,0.016775009532769475,30.097647982590793
